HeartRate,BloodOxygenLevel,NoiseLevel,Score
63.761180919634945,97.47915013277375,70.46882857919077,88.70915963159948
78.24078928642103,99.17788094016741,77.59738301164388,87.98394676176767
64.4349490844719,97.10522574584073,69.53731688526477,88.0774917155774
62.17932275549953,99.56524770884177,62.65756331033444,78.2716383569922
80.94329873868851,97.84691631193098,67.76180448058248,81.66542205382495
80.89464866043785,97.58434190257447,69.14955004796346,82.83924329010007
63.41636602961073,98.37593740989249,78.29140890745605,89.7490197122622
46.74678265400679,97.34448825242428,76.50843538725309,74.58283551917799
61.84842167311516,96.27900686899353,67.90031142427858,83.02773996638729
57.85167844007786,98.29500926358597,68.62185909992613,81.17852827641802
55.534564655058446,97.13255296275973,71.05447018336974,80.72158780118792
61.381524662197634,99.56773850308346,70.62683740650341,85.44062356561759
45.08756292647497,96.52972191164262,68.08606045944092,66.70334529755851
76.21054929232227,99.20247040714666,73.41005630953963,90.9970366100707
70.60193885383207,97.4787330220706,69.89933124730415,93.77612541554268
84.28210671407521,98.28402205014943,77.10897115780512,83.32490007797024
66.93943045825858,97.7082486240004,72.48066951222204,94.12834859448103
75.3849055023166,96.71633924286304,81.58486459078777,86.74656914975867
73.4265306483603,100.25434278135222,81.25449913831882,88.06462743196866
60.094177730375975,97.9896669283148,80.84310097807119,84.24074368061959
64.23267055896449,97.90070730301503,81.91631241697763,87.21706544500188
76.3772710050271,97.74510823834649,67.28280451814449,85.65064175146388
55.0438335470907,97.23646410191407,71.4701396797427,80.75043732874747
64.4790611874264,96.77171994862816,69.03972524438025,87.2905063804348
71.9828905981355,98.47599589161437,81.28029752780053,91.2608159824496
52.93909509307284,97.53303388839659,69.63225398321454,77.10438296468396
68.58068724858971,97.53513217972814,68.07042337340316,91.18624280172101
82.86367416858606,98.17852103104042,66.34152665982208,78.2993314601956
56.94114872054756,97.70774538553616,74.42116068850542,86.07005479458914
71.13932904699804,96.34667875661303,82.31112621576362,89.89622349385137
61.79164876339142,95.73376815171176,76.92037626989273,87.60504064521045
71.50158317014737,97.48633608518507,75.25391885848614,97.73083405655156
66.40977255235963,97.98803780327434,82.15925107567928,89.23855927995469
88.31680001973557,98.19763238347564,73.8008461089472,80.286413705736
62.113598828285426,98.17694998321116,68.03131836782111,84.96796721289539
68.46615947224062,98.26381988467038,71.75985129665965,94.96219088422988
64.51771251649582,98.97945845239495,73.5694908223437,92.10774488644456
75.27728513099733,99.04081915056818,71.22818043465507,89.91007615308956
77.35607677718474,95.35536607187376,82.77028658592575,82.22900270876328
65.66959777741394,97.57869976693986,72.48716384226972,92.73546138662353
55.530272447013644,97.76228995451571,88.06713105154923,72.22543134998013
69.3444508722707,96.54540589205438,70.99980872808528,93.88966549241036
55.08414324160249,97.3558073048093,75.85283640770115,83.58711413871065
64.50868541699363,100.02443057362134,78.38545901304671,89.09879583032557
80.70236291607696,98.34418529096851,67.59437221482465,81.54782400777917
80.55425380482006,99.34122311845776,77.87071075734436,85.23381231937782
58.848853323342,98.00358800446926,79.20112202440427,84.64414329446846
71.85455156501547,99.25267949268374,78.11672732278262,93.77604161951817
63.8786871301494,98.20908472245462,74.58875607062126,93.25835847831604
71.46665823540154,97.66616325203111,78.59439987909147,94.6051051375381
77.8812726136295,97.55788062166891,72.74171115774143,89.41831916578084
68.8010213608286,98.13645688383573,76.35272090523948,97.31184357175339
78.28107430178153,97.52145066673415,80.11223511435114,86.12814125060149
51.78185862924307,97.83456057523522,73.85022485715298,80.46664406163126
73.48626807303268,97.48278392527111,73.96731400226196,94.96382985450039
70.03617387732957,98.50550472129753,67.3464213110215,91.8047427123944
69.65674682747202,97.84343413227,82.62878168683895,91.87139927290308
53.69782991026454,97.77984801089391,82.12098477113823,76.35669315002022
75.51024651971144,97.40807919301825,78.94909806501809,89.94873460828872
54.18465093750329,97.86776225642954,70.70732632287314,79.75973951680598
90.10983131157435,98.20737258625941,76.21490357910906,78.46789252305717
63.01494679322875,98.84593656087996,89.66978926533523,77.49922096701357
63.507847178299585,99.21707955117353,81.60822401533473,85.68254361179133
61.39974369959957,98.54543654556173,81.15680703115316,84.69750012288468
51.218718550565455,97.22555014579709,68.669178576938,74.11344727330054
57.69688951169556,98.59138892600204,75.00005160373627,87.10544898195725
63.16255104696869,98.59786736513524,70.93066849514211,88.49535217697556
67.64172809826846,97.73456950913348,65.55311069254904,87.92940829995098
69.98617821290117,97.11668180162661,88.76502775865828,85.3378322558695
55.597407238529634,96.5696630058342,71.21371721651163,80.38078746087547
64.17818424697295,98.76454304268216,77.44773324009469,90.96590796419609
80.31839429165034,97.65161789133387,80.71648748154749,83.61673611813605
65.79950779239485,97.66663045719251,69.73288587371609,90.19902412330345
80.65630908087599,96.3509868729932,75.53763070312172,87.1570470889955
73.53753330142995,98.5695459805946,73.59189646610605,94.4848171840815
96.40796585368537,98.40163678087758,71.38881104937022,69.57920841480727
63.16285209354533,99.16881525822127,74.7945881898169,91.78862502514096
81.02934913466062,98.18644115800339,63.83870523695276,77.62291494428875
68.82039216800777,95.59038220090066,70.67703825287147,92.0878126217799
84.17270755685755,98.17218436000822,77.53345203567613,83.1216560474581
87.34686947941407,97.62258170597156,75.4452581917917,81.8304540347658
96.41716204839467,98.9166585280974,85.96824153539403,61.6979378881139
75.93933581222768,96.57445623802609,75.58618217901076,92.04893824678764
66.99577618138822,98.06700335996563,85.2275688466043,86.7012039748183
62.49364409152167,97.2967471732644,72.69076224174127,89.48115350652733
62.30447288438556,97.92074460203672,70.25128986799399,87.47650735441627
91.22984306160475,98.21941920520257,76.55048789199341,77.00024984119926
60.93458350663594,97.3656307320561,73.7864435317952,89.08665777048725
62.95360350140224,98.01959157422777,75.2763375839125,92.65767434326197
64.98204867730826,99.03279345592377,81.40440842379728,87.54484679758721
59.7488264432136,96.143996797338,75.09048638647212,87.80233685407948
74.67658877250322,98.72921516231959,73.72840738146462,93.3226034466418
59.20772612717421,98.10961672675182,77.03281499686283,87.06529440355956
73.39628423537117,97.8643834718579,73.60362153665444,95.07172077314118
76.64519661543856,97.4560551350552,67.95802613941652,85.76888465903315
74.32041643827483,97.02555882874015,88.14064776909456,81.56449462137076
57.83747106439375,95.11997758424116,72.7347400351857,82.6921886838206
68.16803633887274,99.00303448214575,66.4699294141038,88.63493127083079
79.0906396830008,98.3562566662236,76.70049041019985,88.85261324057575
63.810790370339305,97.08694740041233,84.88226845836863,83.015469312383
64.80433981219812,97.33407855573026,76.06063471798547,93.07778364994292
62.711508707659405,97.8052243772768,75.73095990718174,91.78577317775446
88.81857582840799,97.98142730541863,74.39596122548639,80.55881270249704
78.6207067122464,98.08302766272185,72.2284331625702,88.52469878760195
73.35998997404229,98.29778035391016,77.57289188268271,93.76933778936484
72.38468629296227,97.60174084494726,86.4339376318159,85.78311692016909
71.97928577200359,98.17172602347475,79.09119139339104,93.75779681113062
72.59280057736525,98.11610739934089,78.20748315607042,94.08360886722343
35.923444065680826,98.07142198176547,72.58695349217909,63.43897557609445
82.991566839398,97.38176617182229,73.1821108047709,84.57231013719519
79.91665185021745,97.51859170498746,70.68052741753313,85.28246727230314
65.40334917793906,96.88649935406252,74.44135782920506,93.73120636120665
85.2472094700217,98.26641984821842,77.61049708155015,81.87587360020973
67.65405393818376,98.2444421992642,75.87412333466608,96.53548840425348
79.4762468088085,99.01333293669637,69.39092430737668,83.90134456187181
82.9784084774134,98.73184819363938,73.94198917212772,85.23173250107494
60.464164640214776,101.05205805037166,68.49285433749978,80.9049609273429
62.14163698558121,98.23931137013487,78.42731855674366,88.47500705870269
61.868592861846935,97.69758814022883,73.69483988569019,90.26102088776595
81.3638067227735,96.44516167664517,75.1651236201556,86.91623133371607
54.78918115470172,97.28717257252019,82.68178099411794,76.39457273310397
82.02712785518452,96.93719978599559,70.0057846114709,81.91585654228197
74.54650985235833,97.63119266360667,77.44511188862445,92.63957092262389
70.42391476400634,98.25090693834194,77.99285650300995,96.33232179464177
86.79331260115171,98.31958539618877,84.71097263537501,73.1761293672845
70.04910089052686,97.49756520755152,66.08136159216357,90.52982590918823
63.55469634606455,98.36897687703818,74.70026297989006,92.88598244891642
75.52639050012827,96.17875274336042,75.50755329511703,92.14480894811511
75.27166993876884,97.67280473144434,78.98315462626898,90.41798016640652
53.93190627617651,98.40255280472743,74.62820657782706,83.15756004927613
48.721114401690556,99.57605369626356,74.62615010454118,76.77121080996818
67.08662149328201,98.79233945042822,77.15547793004058,94.13880411281322
70.37444118468387,98.28432560571747,73.23039512975153,97.57162833935018
59.333162604789706,98.16675717914181,81.54337491823972,82.62303050740817
66.62949713862967,98.03888176072464,76.13370612334094,95.4569092545641
68.613872264472,97.98347190592511,70.24798358261266,93.84532775300977
79.00237829435758,98.37803925006028,77.3393819359718,88.28020051961033
74.2075083109754,98.89075682211762,74.5951622952941,94.49689716220108
70.47692996516069,98.54652359084307,77.9695133953103,96.00703304868594
62.08011961488232,98.93716272601034,77.19429265958001,88.94866422929196
56.738811662808075,96.82341678194551,73.8440541998976,84.40628264465118
67.79833280378357,96.90649752297428,79.71258068406159,91.99224964269625
68.52775100938399,98.00783873596284,81.00255197605313,92.51736029736803
58.38335895979224,97.34611646174706,79.34298768703117,83.38648773450814
71.07686319059634,98.54840587896959,81.10468099141694,92.27004993901713
53.53656138101358,97.46892315860389,76.7058900939617,81.29959444565577
76.93051248793982,97.63768702641698,67.19215560851796,84.89933014699513
76.76447469145678,98.03870486839828,72.7493489719529,90.94616941209783
76.89182791784744,97.74567005060668,76.60950951792819,91.24433261483105
63.94112794797887,98.8997127472859,82.75671876382017,85.28469643687279
60.505229205111696,96.38838546976596,84.37300471925491,79.52060995562275
61.98424575185443,98.66361424581002,79.45770019112545,86.86293131491895
75.55964032217332,97.74011803972758,76.90768549739914,92.27279222015511
72.54127045316709,99.14093305193872,70.48857355301908,91.80637004791328
56.377910086403,99.0113781138646,79.31905919096178,81.04747278157663
71.43725617025694,99.71186577180124,75.30061706355215,96.55026099438966
54.77896494382971,98.02640811897055,74.8008328649985,84.55338968985765
94.37786876393456,98.25431219031734,70.7629658113365,71.1307848570846
68.91574641343516,98.42687541032849,70.88380091345401,94.37267191656068
67.77640106091452,99.26052071545767,78.21041013722203,93.30547020823482
72.68189605548663,97.32706457545974,72.94772472769287,94.59289324766598
80.89169746852694,99.32701240677059,79.89895071488583,82.88233940981664
67.57596696564632,98.92651196457783,73.29636069123302,94.94581569230151
65.16862625961662,97.4464299242156,80.50612423508473,89.10893194874748
51.633085332495185,98.26152221735134,75.91908733585487,80.45247577928897
61.47616343272739,97.6404080789574,77.28545792848261,88.83111358320218
55.29883551365215,98.7663414370566,73.86839054999476,83.40088462659031
71.85908023933355,98.77089312007487,69.04016876390159,91.41019540449317
69.23150453744813,97.20079245313532,75.98335670173402,97.44894028884943
83.15951629835266,97.67816715897345,74.47069523690506,85.98934609752585
85.94459962855092,97.43650924280008,82.61739042968739,75.87451918456178
56.30379457882375,98.06408390999486,83.42170466166607,77.81800600716281
82.40245403349805,98.56214155989993,71.42311277534836,83.45851718195038
72.68434663982217,98.24196743548072,84.12323255629053,87.95045336840658
76.92077413447201,97.47552277309951,75.71685973391006,91.83788890471745
73.5622166639706,100.52040774826291,66.7132805812032,85.63065616896968
58.05182740974078,98.61835110851814,74.05518008303254,86.48865638425518
77.67475940701969,97.91866648154522,80.8411842473362,86.40272282718932
69.04223594202207,98.53383140467554,78.27731832123277,95.23108621611377
77.41778388814045,99.88623870513689,77.86076140073703,87.83521600598563
62.19994315734092,99.72638223771064,71.02878400341478,86.50234492304506
71.89204754290938,98.6755935989289,71.8705720665192,94.30293092468092
73.99976320045405,98.78296557508357,71.8065137456527,92.02378497011507
73.05051188302832,97.95456483203237,60.55350971443582,82.45756266343987
71.30720785698794,98.5761811564501,72.72662196449195,95.8432329510539
71.57984861784581,97.63913309802963,73.61276464394034,96.67204912412416
60.26984402121906,98.1540527319498,74.57022068488281,89.68601197415207
77.28106953640913,99.25170888670853,72.83746581049574,89.30468738737808
47.303145108138224,97.93821565091375,76.30938392629837,75.9319768327536
72.38155997407388,98.9740636933522,68.72126175110394,90.36563808367785
61.51104013637127,98.13788614656754,77.12643614078625,89.24671784901747
66.74102217068896,98.8656598131529,79.60095198865534,91.27441036888072
86.65711085108046,98.86625230629589,81.87845912892507,75.59817771369858
74.30817102258318,96.173047234214,74.68995336898146,93.55482958061228
72.73101325405342,98.26712635870831,94.8561233441436,77.14573704309467
55.80700384969754,98.06554548478881,72.45956032953475,83.20101869444348
78.07271781316797,98.9000527856895,72.32307616019841,88.35030556134095
75.7807223987675,96.47635604655939,79.23580712944737,88.45982651834453
50.0923750756574,98.15408898726602,74.27266368188857,79.21094977027995
69.69878916035346,97.60920014087759,69.7446437128145,94.05263301404554
63.3798138414204,97.96303896996268,86.32610882187569,82.01674398950739
77.97687321594351,97.53545188718564,67.72631615142004,84.28489482266217
72.58810374893599,96.5166610114297,77.80125393149208,93.12730333100163
72.80552743727924,99.94275693335432,75.06027560633902,95.19144002302743
64.42877423441766,99.6924688965067,82.35864824991845,85.37765708799252
83.70579097779023,97.17486341787674,77.1158005740273,83.3532718660592
73.37133113595662,98.84642044926085,74.2857227678911,95.06797118267363
63.7834334992823,99.38498326930493,83.50195359216264,83.89649663781475
80.8350880238099,96.30738129815329,71.6180022501929,84.09029552453629
77.39269009142173,98.88360267563701,81.05489446150501,85.66881277143625
89.72858571959141,97.49812125564489,79.36209541800226,75.40744011805123
75.47066363218208,97.1176428547102,91.49852356757634,77.14845565495177
62.859061900006566,97.90622993005468,73.67824727549971,91.44353910556096
67.55885992174377,98.16149955166836,71.69991828174882,94.09727865182424
70.64439379064387,97.3837639556211,83.39567997745193,90.3436901875253
73.54834719666276,98.65690386266265,71.09469836573315,91.88944730640775
70.163914778856,97.96133768098079,65.4277358005056,90.2251587026304
66.10626753935495,98.93486861791345,80.681357828721,89.49004109272049
82.44498441379817,97.05447514636347,73.30794552246024,84.91743625502555
64.16151630261014,96.87042318333532,72.62262990990071,90.65456939584617
62.54011025354967,96.088140336172,83.58004132488078,82.04820926484089
76.70662887995279,98.81626251456593,81.25442407109944,86.22268453438184
67.42039068159183,97.98947421966167,65.04368189756875,87.45354679882225
68.0852502601053,96.10234159051541,75.80652563038326,95.38106622023744
58.681651406816016,99.40052483177963,76.16238372055602,86.11874285448036
43.66765630419468,97.34737533603644,69.85083604993198,67.8658676901631
71.15193964984526,100.02707413032324,72.80988086220687,94.63086708203836
71.93040539846372,98.61460628581574,70.96280567970429,93.41779399542483
68.82475217860271,98.15451741214848,69.88184748530547,93.5520822517597
73.14154819625882,98.65377211070732,69.65729632423087,90.86197601726472
71.00279857942665,97.16467916170501,62.7050729046522,85.86695348693056
72.18696686546907,98.82768696457087,77.60334582194317,94.38200034801689
69.87796042723478,98.57625541506206,67.1547305603982,91.45643557257092
73.11802340596292,98.82964190507077,73.54016597796905,94.59250066693536
63.73082349266059,99.3322073742612,77.47808469222741,89.92053142617198
76.48317494455976,99.29191122056606,77.20240731147278,90.02250652340139
69.66543617612548,97.72193909876478,68.66120965691927,93.04858493180953
52.53098178493782,98.4009940238738,71.61071824142513,78.74070600248915
82.74321600589431,98.1977287737283,74.5159821225942,86.57503734297158
69.5714761819976,97.82156783813605,71.1075357667688,95.50057978690245
73.51202612847997,98.81400735956323,67.48121580328116,88.15518231523795
73.71783625434142,98.31608604272489,72.35457355571813,93.32065125865182
74.16248056969731,98.91603746003899,72.29844362154262,92.21992559180632
77.36049791907026,97.3915915222958,79.52257917460807,87.50851442861747
68.98505455808812,97.757831313247,80.630396419358,93.11248945197713
74.6783976683428,98.281997491478,79.71149016329382,90.32811467688539
64.70040679254666,98.5615126680374,72.71215761364996,91.85105173815923
70.91858555647467,99.34465941527849,71.67472888347318,94.41148391172003
51.55906525269224,99.07739762098635,75.70830371909494,79.77336391261096
77.80600671721638,100.32704671865889,75.80397685394631,89.06296971017842
82.19878715886617,96.60834465160035,74.74046319651497,86.15002068924915
68.04223068551009,96.8187900585525,76.6941106579018,95.16691008616078
62.96058076360784,98.12830021193099,76.63368088190452,91.19859966977232
70.42284826394044,98.19420270259552,71.02646541007331,95.40941444353736
72.29955360355657,97.53070891332733,73.95749662606832,96.18865193583908
94.15263066064325,97.46345092916172,84.06430776017899,66.24651250833948
73.43486007008754,99.08306460285303,73.59798644532351,94.08006177238295
67.73053510013231,98.65112288439563,69.0402473328931,91.11965954862978
98.09691428501216,98.22608227318716,75.07228220659321,71.60472123520746
57.67315770065485,97.88573973305299,76.49251975567022,86.06637767803761
75.49315159393218,96.4733128436496,73.50982579859973,91.48998704831715
60.99266375812112,98.24873918262529,76.25313058266136,89.49079399283448
74.53896561574685,97.38171585082056,77.6447435447466,92.1980066903271
49.90975329882337,98.18760640628176,69.47377168665338,74.195918579195
81.49226308588808,99.298275404329,75.11692105825432,87.09254045152859
50.701449374237555,96.93782360869933,69.81986879142669,74.45914177436357
70.45870740301915,99.99111779051195,67.01632512937641,89.56649993584531
64.55503557199215,97.7360966081851,78.6394590703317,90.65167310984555
71.83647660911308,94.69089210818751,71.16866459878273,91.02308009785716
67.44946740742893,98.92151969313336,83.57648414620755,87.95146356808802
74.17675955922557,98.39869494791193,81.84140666818769,88.5831388246748
73.49754921101938,98.36409247597666,74.45437337806034,95.5927316910643
51.23419817262405,97.25819735107851,76.88693057438907,78.60546494931349
71.75691866828808,99.98535208475901,70.87898643588746,92.13671568284036
61.12622721771357,98.57558461380445,75.52500522218169,90.02563738172742
86.07288124351585,97.67020031758541,71.00731606980177,79.60463514387133
64.83172170326696,96.92646609838839,78.8021889696346,89.95599883202075
70.93737636604824,97.88688859264255,73.39001566380736,97.33952789040167
65.90334859078985,98.55664739782203,71.55796906893967,91.90467026190748
79.72764621816457,96.49808527028223,77.03537519132259,86.73506386079508
66.00590129611567,97.61530769301287,75.74374663489199,94.87746235423654
70.38810997982436,98.27359962618978,71.11602414663378,95.45431454061963
59.937359492018544,98.49407378172023,75.97923928109047,88.46404642920784
87.3797833146316,98.99249135502761,79.01796659125867,77.60975873908212
60.11588113776102,98.69269208824737,77.93192918367293,86.49125986584072
74.75658906845278,96.58794023541435,73.35437199137867,92.18572315834024
72.87198442043399,95.98143350040094,75.65286865272782,94.45658042723913
68.62370991583764,97.41858204656998,72.8890328947671,95.93132485717472
56.8954449056705,98.12693744160643,76.12191902924789,85.64658843481618
57.28821426572692,98.9504324530545,68.23674547277429,79.5745272854467
85.97529473175435,98.73329419589753,74.1468713492213,82.43828242156943
71.66358790491763,98.10239532464311,69.72009089793107,92.95410766837033
69.58371265514288,98.2717062002937,71.47051500343225,95.78252145828142
58.238739360723145,96.43042399140838,79.5714936827346,82.09766966939692
68.09886322798313,96.96108433571062,76.23047821363384,95.82946935005991
