HeartRate,BloodOxygenLevel
63.761180919634945,97.47915013277375
78.24078928642103,99.17788094016741
64.4349490844719,97.10522574584073
62.17932275549953,99.56524770884177
80.94329873868851,97.84691631193098
80.89464866043785,97.58434190257447
63.41636602961073,98.37593740989249
46.74678265400679,97.34448825242428
61.84842167311516,96.27900686899353
57.85167844007786,98.29500926358597
55.534564655058446,97.13255296275973
61.381524662197634,99.56773850308346
45.08756292647497,96.52972191164262
76.21054929232227,99.20247040714666
70.60193885383207,97.4787330220706
84.28210671407521,98.28402205014943
66.93943045825858,97.7082486240004
75.3849055023166,96.71633924286304
73.4265306483603,100.25434278135222
60.094177730375975,97.9896669283148
64.23267055896449,97.90070730301503
76.3772710050271,97.74510823834649
55.0438335470907,97.23646410191407
64.4790611874264,96.77171994862816
71.9828905981355,98.47599589161437
52.93909509307284,97.53303388839659
68.58068724858971,97.53513217972814
82.86367416858606,98.17852103104042
56.94114872054756,97.70774538553616
71.13932904699804,96.34667875661303
61.79164876339142,95.73376815171176
71.50158317014737,97.48633608518507
66.40977255235963,97.98803780327434
88.31680001973557,98.19763238347564
62.113598828285426,98.17694998321116
68.46615947224062,98.26381988467038
64.51771251649582,98.97945845239495
75.27728513099733,99.04081915056818
77.35607677718474,95.35536607187376
65.66959777741394,97.57869976693986
55.530272447013644,97.76228995451571
69.3444508722707,96.54540589205438
55.08414324160249,97.3558073048093
64.50868541699363,100.02443057362134
80.70236291607696,98.34418529096851
80.55425380482006,99.34122311845776
58.848853323342,98.00358800446926
71.85455156501547,99.25267949268374
63.8786871301494,98.20908472245462
71.46665823540154,97.66616325203111
77.8812726136295,97.55788062166891
68.8010213608286,98.13645688383573
78.28107430178153,97.52145066673415
51.78185862924307,97.83456057523522
73.48626807303268,97.48278392527111
70.03617387732957,98.50550472129753
69.65674682747202,97.84343413227
53.69782991026454,97.77984801089391
75.51024651971144,97.40807919301825
54.18465093750329,97.86776225642954
90.10983131157435,98.20737258625941
63.01494679322875,98.84593656087996
63.507847178299585,99.21707955117353
61.39974369959957,98.54543654556173
51.218718550565455,97.22555014579709
57.69688951169556,98.59138892600204
63.16255104696869,98.59786736513524
67.64172809826846,97.73456950913348
69.98617821290117,97.11668180162661
55.597407238529634,96.5696630058342
64.17818424697295,98.76454304268216
80.31839429165034,97.65161789133387
65.79950779239485,97.66663045719251
80.65630908087599,96.3509868729932
73.53753330142995,98.5695459805946
96.40796585368537,98.40163678087758
63.16285209354533,99.16881525822127
81.02934913466062,98.18644115800339
68.82039216800777,95.59038220090066
84.17270755685755,98.17218436000822
87.34686947941407,97.62258170597156
96.41716204839467,98.9166585280974
75.93933581222768,96.57445623802609
66.99577618138822,98.06700335996563
62.49364409152167,97.2967471732644
62.30447288438556,97.92074460203672
91.22984306160475,98.21941920520257
60.93458350663594,97.3656307320561
62.95360350140224,98.01959157422777
64.98204867730826,99.03279345592377
59.7488264432136,96.143996797338
74.67658877250322,98.72921516231959
59.20772612717421,98.10961672675182
73.39628423537117,97.8643834718579
76.64519661543856,97.4560551350552
74.32041643827483,97.02555882874015
57.83747106439375,95.11997758424116
68.16803633887274,99.00303448214575
79.0906396830008,98.3562566662236
63.810790370339305,97.08694740041233
64.80433981219812,97.33407855573026
62.711508707659405,97.8052243772768
88.81857582840799,97.98142730541863
78.6207067122464,98.08302766272185
73.35998997404229,98.29778035391016
72.38468629296227,97.60174084494726
71.97928577200359,98.17172602347475
72.59280057736525,98.11610739934089
35.923444065680826,98.07142198176547
82.991566839398,97.38176617182229
79.91665185021745,97.51859170498746
65.40334917793906,96.88649935406252
85.2472094700217,98.26641984821842
67.65405393818376,98.2444421992642
79.4762468088085,99.01333293669637
82.9784084774134,98.73184819363938
60.464164640214776,101.05205805037166
62.14163698558121,98.23931137013487
61.868592861846935,97.69758814022883
81.3638067227735,96.44516167664517
54.78918115470172,97.28717257252019
82.02712785518452,96.93719978599559
74.54650985235833,97.63119266360667
70.42391476400634,98.25090693834194
86.79331260115171,98.31958539618877
70.04910089052686,97.49756520755152
63.55469634606455,98.36897687703818
75.52639050012827,96.17875274336042
75.27166993876884,97.67280473144434
53.93190627617651,98.40255280472743
48.721114401690556,99.57605369626356
67.08662149328201,98.79233945042822
70.37444118468387,98.28432560571747
59.333162604789706,98.16675717914181
66.62949713862967,98.03888176072464
68.613872264472,97.98347190592511
79.00237829435758,98.37803925006028
74.2075083109754,98.89075682211762
70.47692996516069,98.54652359084307
62.08011961488232,98.93716272601034
56.738811662808075,96.82341678194551
67.79833280378357,96.90649752297428
68.52775100938399,98.00783873596284
